delegator_address,orchestrator_address,stake_amt
0x000817415963a38c16ba6ccc98f4002684c97697,0xa20416801ac2eacf2372e825b4a90ef52490c2bb,9.331E-15
0x001d451450564c9c79cdd0fccc3ef5573ff3b7f2,0xe9e284277648fcdb09b8efc1832c73c09b5ecf59,133.198380230023086519
0x001e8aaecc9135d830905bb989d86ae298c87779,0xd84781e1a9b74d71ea76cda8bb9f30893bfd00d1,28.47086236946482553
0x001f1e677bea9ac50f733955601905401f03b35a,0xda43d85b8d419a9c51bbf0089c9bd5169c23f2f9,738.411513515408406927
0x00260ddd1d175bf20c18f1407162db63b840b944,0x481efb669b423cfaffa49890205427dea9b3d693,150.963165235316892377
0x00397d81c4b005e86df0492fd468891ad2153377,0xda43d85b8d419a9c51bbf0089c9bd5169c23f2f9,0.018680497420581012
0x0046409b2fde58e97cb338fa10e2a00c225f4cf6,0xe9e284277648fcdb09b8efc1832c73c09b5ecf59,6.83452309674894905
0x005839abcf30fc149dbac154d62cf00ce5a18351,0x9c10672cee058fd658103d90872fe431bb6c0afa,0.113859928903109193
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,0x481efb669b423cfaffa49890205427dea9b3d693,54.950259713874321316
0x005e5ffed3578f479954d51c1ef3ae7ead3b1860,0x525419ff5707190389bfb5c87c375d710f5fcb0e,2211.635007995029449732
0x0070eda17a3656d6568ec4c94fef34a396d20613,0xd18a02647d99dc9f79afbe0f58f8353178e6141f,0.013388816423397752
0x00726937b8038dd081f43d97374ef08841c6b5bc,0x525419ff5707190389bfb5c87c375d710f5fcb0e,10.93524826826109631
0x00731800f9bac323bc6febe73fd1a45c0caa9485,0xa20416801ac2eacf2372e825b4a90ef52490c2bb,112.077760750831815322
0x0074b35e68741aa93045e29a04cffec9a41be568,0x10b21af759129f32c6064adfb85d3ea2a8c0209c,2.18916988137413308
0x0077b304d74c0021072e1d66da4e1b321f498af5,0xe9e284277648fcdb09b8efc1832c73c09b5ecf59,14.442134037513654631
0x007b34b189f91de40d8276e57ece54875dd14bb9,0xda43d85b8d419a9c51bbf0089c9bd5169c23f2f9,3.707495258064084128
0x00803b76dc924ceabf4380a6f9edc2ddd3c90f38,0x00803b76dc924ceabf4380a6f9edc2ddd3c90f38,2E-18
